"pubid","year","interestgov","regvote","didvote"
7975,2010,NA,NA,NA
7976,2004,3,0,0
7976,2006,4,0,0
7976,2008,2,0,0
7976,2010,4,0,0
7977,2004,3,0,0
7977,2006,3,NA,NA
7977,2008,3,NA,1
7977,2010,3,NA,1
7978,2004,3,1,0
7978,2006,4,1,NA
7978,2008,1,NA,1
7978,2010,2,NA,1
7979,2004,1,NA,1
7979,2006,1,1,0
7979,2008,1,1,NA
7979,2010,1,1,NA
7980,2004,1,1,0
7980,2006,1,1,0
7980,2008,1,NA,1
7980,2010,2,NA,1
7981,2004,4,1,0
7981,2006,4,0,NA
7981,2008,3,1,NA
7981,2010,3,1,0
7982,2004,3,NA,1
7982,2006,4,1,0
7982,2008,2,NA,1
7982,2010,2,NA,1
7983,2004,2,NA,1
7983,2006,2,NA,1
7983,2008,1,1,NA
7983,2010,1,NA,1
7984,2004,1,NA,1
7984,2006,1,NA,1
7984,2008,1,NA,1
7984,2010,1,NA,1
7985,2004,1,NA,1
7985,2006,2,1,NA
7985,2008,2,1,NA
7985,2010,2,1,NA
7986,2004,4,1,0
7986,2006,2,1,0
7986,2008,1,1,NA
7986,2010,1,1,0
7987,2004,4,NA,1
7987,2006,2,NA,1
7987,2008,1,NA,1
7987,2010,3,NA,1
7988,2004,2,NA,0
7988,2006,1,NA,0
7988,2008,1,0,0
7988,2010,4,0,NA
7989,2004,4,NA,1
7989,2006,4,NA,1
7989,2008,4,NA,1
7989,2010,4,NA,1
7990,2004,NA,NA,NA
7990,2006,3,NA,1
7990,2008,1,1,NA
7990,2010,2,NA,1
7991,2004,4,0,0
7991,2006,3,1,0
7991,2008,2,1,NA
7991,2010,2,1,NA
7992,2004,1,NA,1
7992,2006,1,1,NA
7992,2008,2,1,NA
7992,2010,2,1,NA
7993,2004,3,NA,1
7993,2006,4,NA,1
7993,2008,2,NA,1
7993,2010,2,NA,1
7994,2004,1,NA,1
7994,2006,1,NA,1
7994,2008,2,NA,1
7994,2010,3,NA,1
7995,2004,2,NA,1
7995,2006,3,NA,1
7995,2008,1,NA,1
7995,2010,4,NA,1
7996,2004,3,NA,1
7996,2006,1,1,0
7996,2008,1,NA,1
7996,2010,2,NA,1
7997,2004,1,NA,1
7997,2006,2,NA,1
7997,2008,1,NA,1
7997,2010,1,NA,1
7998,2004,3,0,0
7998,2006,4,1,0
7998,2008,2,NA,1
7998,2010,2,1,0
7999,2004,2,1,0
7999,2006,2,NA,0
7999,2008,4,NA,0
7999,2010,4,1,0
8000,2004,1,NA,0
8000,2006,4,NA,1
8000,2008,2,NA,1
8000,2010,4,0,0
8001,2004,3,NA,1
8001,2006,4,NA,1
8001,2008,3,1,NA
8001,2010,2,0,0
8002,2004,2,1,0
8002,2006,4,0,0
8002,2008,1,0,NA
8002,2010,4,1,0
8003,2004,2,1,0
8003,2006,2,NA,1
8003,2008,3,0,NA
8003,2010,1,NA,1
8004,2004,NA,NA,NA
8004,2006,NA,NA,NA
8004,2008,1,1,0
8004,2010,NA,NA,NA
8005,2004,NA,NA,NA
8005,2006,2,0,0
8005,2008,1,0,0
8005,2010,NA,NA,NA
8006,2004,2,1,0
8006,2006,2,NA,1
8006,2008,3,1,0
8006,2010,1,1,NA
8007,2004,NA,NA,NA
8007,2006,NA,NA,NA
8007,2008,2,NA,0
8007,2010,1,1,0
8008,2004,2,0,0
8008,2006,4,0,0
8008,2008,2,NA,1
8008,2010,3,0,0
8009,2004,NA,NA,NA
8009,2006,4,1,0
8009,2008,4,NA,1
8009,2010,3,NA,1
8010,2004,4,NA,1
8010,2006,4,1,0
8010,2008,1,1,NA
8010,2010,1,NA,1
8011,2004,2,NA,1
8011,2006,2,NA,1
8011,2008,1,1,NA
8011,2010,2,NA,1
8012,2004,4,0,0
8012,2006,4,1,0
8012,2008,4,NA,1
8012,2010,2,NA,1
8013,2004,3,0,0
8013,2006,3,0,0
8013,2008,3,0,0
8013,2010,3,0,NA
8014,2004,NA,NA,NA
8014,2006,NA,NA,NA
8014,2008,1,NA,1
8014,2010,NA,NA,NA
8015,2004,2,1,0
8015,2006,1,1,NA
8015,2008,1,NA,1
8015,2010,NA,NA,NA
8016,2004,4,NA,1
8016,2006,4,NA,1
8016,2008,4,NA,1
8016,2010,NA,NA,NA
8017,2004,4,0,0
8017,2006,4,1,0
8017,2008,3,1,NA
8017,2010,4,1,NA
8018,2004,1,1,0
8018,2006,4,NA,1
8018,2008,2,0,0
8018,2010,4,0,NA
8019,2004,3,NA,1
8019,2006,4,1,0
8019,2008,2,1,NA
8019,2010,2,NA,1
8020,2004,3,0,0
8020,2006,4,1,0
8020,2008,4,0,NA
8020,2010,4,NA,1
8021,2004,3,1,0
8021,2006,4,1,0
8021,2008,3,NA,1
8021,2010,3,1,0
8022,2004,1,NA,1
8022,2006,1,1,NA
8022,2008,2,NA,1
8022,2010,2,NA,1
8023,2004,2,0,0
8023,2006,2,NA,1
8023,2008,2,NA,1
8023,2010,2,NA,1
8024,2004,NA,NA,NA
8024,2006,NA,NA,NA
8024,2008,NA,NA,NA
8024,2010,NA,NA,NA
8025,2004,4,1,0
8025,2006,4,1,0
8025,2008,4,NA,0
8025,2010,4,1,0
8026,2004,2,NA,1
8026,2006,2,1,0
8026,2008,2,0,0
8026,2010,NA,NA,NA
8027,2004,2,NA,1
8027,2006,3,NA,1
8027,2008,2,NA,1
8027,2010,2,NA,1
8028,2004,4,0,0
8028,2006,2,NA,0
8028,2008,2,0,0
8028,2010,4,0,0
8029,2004,3,NA,1
8029,2006,4,0,0
8029,2008,3,0,0
8029,2010,3,0,0
8030,2004,4,0,0
8030,2006,4,1,0
8030,2008,2,1,NA
8030,2010,3,NA,0
8031,2004,1,NA,1
8031,2006,2,NA,1
8031,2008,1,NA,1
8031,2010,1,NA,1
8032,2004,2,1,0
8032,2006,3,1,0
8032,2008,2,1,NA
8032,2010,NA,NA,NA
8033,2004,4,0,0
8033,2006,4,0,0
8033,2008,4,NA,1
8033,2010,3,1,0
8034,2004,1,NA,1
8034,2006,1,NA,1
8034,2008,1,NA,1
8034,2010,1,NA,1
8035,2004,NA,NA,NA
8035,2006,4,0,0
8035,2008,4,NA,0
8035,2010,4,0,0
8036,2004,2,NA,1
8036,2006,2,NA,1
8036,2008,2,NA,1
8036,2010,NA,NA,NA
8037,2004,2,NA,1
8037,2006,4,1,NA
8037,2008,2,NA,1
8037,2010,4,1,0
8038,2004,4,0,0
8038,2006,4,0,0
8038,2008,4,0,NA
8038,2010,3,NA,0
8039,2004,4,NA,1
8039,2006,1,0,0
8039,2008,1,1,NA
8039,2010,4,NA,1
8040,2004,4,NA,1
8040,2006,3,NA,1
8040,2008,4,1,NA
8040,2010,2,NA,1
8041,2004,3,NA,1
8041,2006,NA,NA,NA
8041,2008,NA,NA,NA
8041,2010,NA,NA,NA
8042,2004,3,NA,1
8042,2006,2,NA,1
8042,2008,3,1,NA
8042,2010,2,NA,1
8043,2004,2,NA,1
8043,2006,NA,NA,NA
8043,2008,NA,NA,NA
8043,2010,NA,NA,NA
8044,2004,2,1,0
8044,2006,2,NA,1
8044,2008,2,1,NA
8044,2010,2,0,0
8045,2004,NA,NA,NA
8045,2006,NA,NA,NA
8045,2008,NA,NA,NA
8045,2010,4,NA,1
8046,2004,NA,NA,NA
8046,2006,NA,NA,NA
8046,2008,NA,NA,NA
8046,2010,NA,NA,NA
8047,2004,2,NA,1
8047,2006,1,1,0
8047,2008,NA,NA,NA
8047,2010,NA,NA,NA
8048,2004,NA,NA,NA
8048,2006,NA,NA,NA
8048,2008,NA,NA,NA
8048,2010,NA,NA,NA
8049,2004,3,0,0
8049,2006,4,0,0
8049,2008,4,0,0
8049,2010,4,0,0
8050,2004,3,NA,1
8050,2006,4,1,NA
8050,2008,3,1,NA
8050,2010,3,1,0
8051,2004,NA,NA,NA
8051,2006,2,NA,NA
8051,2008,2,NA,1
8051,2010,3,NA,1
8052,2004,2,NA,1
8052,2006,1,NA,1
8052,2008,2,NA,1
8052,2010,1,NA,1
8053,2004,1,NA,1
8053,2006,4,1,0
8053,2008,2,NA,1
8053,2010,2,1,0
8054,2004,2,NA,1
8054,2006,3,0,0
8054,2008,2,NA,1
8054,2010,3,1,0
8055,2004,2,NA,1
8055,2006,2,NA,1
8055,2008,1,NA,1
8055,2010,1,NA,1
8056,2004,1,NA,1
8056,2006,2,0,0
8056,2008,2,NA,1
8056,2010,2,1,NA
8057,2004,2,0,0
8057,2006,2,1,NA
8057,2008,1,NA,1
8057,2010,4,1,NA
8058,2004,2,0,0
8058,2006,1,1,NA
8058,2008,1,NA,1
8058,2010,2,1,NA
8059,2004,4,0,0
8059,2006,1,1,0
8059,2008,2,0,NA
8059,2010,4,0,0
8060,2004,3,0,0
8060,2006,3,0,0
8060,2008,2,0,0
8060,2010,4,0,0
8061,2004,1,1,0
8061,2006,4,1,NA
8061,2008,1,1,NA
8061,2010,1,NA,1
8062,2004,3,NA,1
8062,2006,2,NA,1
8062,2008,2,NA,1
8062,2010,3,NA,1
8063,2004,2,0,0
8063,2006,4,1,NA
8063,2008,2,1,0
8063,2010,NA,NA,NA
8064,2004,1,1,0
8064,2006,1,1,0
8064,2008,2,1,NA
8064,2010,3,0,0
8065,2004,3,1,0
8065,2006,3,1,0
8065,2008,4,1,NA
8065,2010,4,NA,1
8066,2004,4,NA,1
8066,2006,4,0,0
8066,2008,2,0,0
8066,2010,4,0,0
8067,2004,2,0,0
8067,2006,2,1,0
8067,2008,2,0,NA
8067,2010,2,1,0
8068,2004,4,1,0
8068,2006,2,1,0
8068,2008,2,1,NA
8068,2010,4,NA,NA
8069,2004,3,NA,1
8069,2006,2,1,NA
8069,2008,4,NA,1
8069,2010,2,NA,1
8070,2004,3,1,0
8070,2006,4,1,NA
8070,2008,3,1,NA
8070,2010,3,1,0
8071,2004,1,NA,1
8071,2006,1,NA,1
8071,2008,1,NA,1
8071,2010,1,NA,1
8072,2004,3,0,0
8072,2006,4,1,0
8072,2008,2,1,NA
8072,2010,3,0,0
8073,2004,2,NA,1
8073,2006,1,1,0
8073,2008,1,NA,1
8073,2010,1,NA,1
8074,2004,3,0,0
8074,2006,1,0,0
8074,2008,2,1,0
8074,2010,2,1,0
8075,2004,4,1,0
8075,2006,2,1,0
8075,2008,2,1,0
8075,2010,2,0,0
8076,2004,3,NA,1
8076,2006,2,1,0
8076,2008,2,1,NA
8076,2010,4,1,0
8077,2004,3,1,0
8077,2006,4,1,0
8077,2008,4,1,NA
8077,2010,4,1,0
8078,2004,NA,NA,NA
8078,2006,4,0,0
8078,2008,2,NA,0
8078,2010,4,1,NA
8079,2004,3,0,0
8079,2006,3,0,0
8079,2008,2,0,NA
8079,2010,2,0,0
8080,2004,2,NA,1
8080,2006,2,0,NA
8080,2008,2,1,NA
8080,2010,NA,NA,NA
8081,2004,4,0,0
8081,2006,4,0,0
8081,2008,2,0,NA
8081,2010,4,0,NA
8082,2004,2,0,0
8082,2006,2,NA,0
8082,2008,1,NA,0
8082,2010,3,NA,0
8083,2004,NA,NA,NA
8083,2006,1,NA,0
8083,2008,NA,NA,NA
8083,2010,NA,NA,NA
8084,2004,2,0,0
8084,2006,1,0,0
8084,2008,3,NA,1
8084,2010,2,1,0
8085,2004,2,NA,1
8085,2006,3,1,0
8085,2008,2,1,NA
8085,2010,4,1,0
8086,2004,4,0,0
8086,2006,4,NA,0
8086,2008,4,NA,0
8086,2010,4,NA,0
8087,2004,4,1,0
8087,2006,4,NA,0
8087,2008,4,NA,0
8087,2010,4,NA,0
8088,2004,1,NA,1
8088,2006,4,NA,1
8088,2008,2,1,NA
8088,2010,2,1,NA
8089,2004,2,NA,1
8089,2006,4,1,NA
8089,2008,3,1,NA
8089,2010,4,1,0
8090,2004,1,NA,0
8090,2006,1,1,0
8090,2008,2,1,0
8090,2010,4,NA,1
8091,2004,4,0,0
8091,2006,4,NA,0
8091,2008,1,NA,1
8091,2010,NA,NA,NA
8092,2004,3,0,0
8092,2006,4,0,0
8092,2008,2,NA,1
8092,2010,4,1,0
8093,2004,NA,NA,NA
8093,2006,NA,NA,NA
8093,2008,NA,NA,NA
8093,2010,4,0,0
8094,2004,2,NA,1
8094,2006,3,1,NA
8094,2008,2,1,NA
8094,2010,1,1,0
8095,2004,2,0,0
8095,2006,4,0,0
8095,2008,1,1,NA
8095,2010,1,1,NA
8096,2004,2,1,0
8096,2006,2,1,NA
8096,2008,2,0,NA
8096,2010,3,1,0
8097,2004,4,NA,1
8097,2006,4,0,0
8097,2008,NA,NA,NA
8097,2010,NA,NA,NA
8098,2004,4,NA,1
8098,2006,4,0,0
8098,2008,2,0,NA
8098,2010,4,0,0
8099,2004,2,0,0
8099,2006,1,0,0
8099,2008,2,NA,1
8099,2010,3,NA,1
8100,2004,2,0,0
8100,2006,2,NA,1
8100,2008,2,NA,1
8100,2010,2,NA,1
8101,2004,NA,NA,NA
8101,2006,NA,NA,NA
8101,2008,NA,NA,NA
8101,2010,4,1,0
8102,2004,2,1,NA
8102,2006,NA,NA,NA
8102,2008,3,1,NA
8102,2010,NA,NA,NA
8103,2004,4,1,0
8103,2006,4,1,0
8103,2008,4,1,0
8103,2010,NA,NA,NA
8104,2004,2,NA,1
8104,2006,3,1,0
8104,2008,1,NA,1
8104,2010,2,NA,1
8105,2004,2,1,0
8105,2006,1,1,0
8105,2008,3,NA,1
8105,2010,3,0,0
8106,2004,2,1,0
8106,2006,NA,NA,NA
8106,2008,NA,NA,NA
8106,2010,4,NA,1
8107,2004,3,NA,1
8107,2006,2,1,0
8107,2008,3,NA,1
8107,2010,4,1,0
8108,2004,4,0,0
8108,2006,1,1,0
8108,2008,4,0,NA
8108,2010,2,0,0
8109,2004,1,NA,1
8109,2006,NA,NA,NA
8109,2008,NA,NA,NA
8109,2010,NA,NA,NA
8110,2004,4,0,0
8110,2006,4,NA,0
8110,2008,NA,NA,NA
8110,2010,4,0,0
8111,2004,3,0,0
8111,2006,NA,NA,NA
8111,2008,3,0,0
8111,2010,4,NA,1
8112,2004,4,1,0
8112,2006,3,1,0
8112,2008,4,1,NA
8112,2010,4,1,0
8113,2004,1,NA,1
8113,2006,2,1,NA
8113,2008,2,1,NA
8113,2010,2,NA,1
8114,2004,NA,NA,NA
8114,2006,NA,NA,NA
8114,2008,2,NA,1
8114,2010,2,NA,1
8115,2004,2,0,0
8115,2006,4,NA,0
8115,2008,1,1,NA
8115,2010,NA,NA,NA
8116,2004,NA,NA,NA
8116,2006,4,0,NA
8116,2008,2,1,NA
8116,2010,4,0,NA
8117,2004,4,0,0
8117,2006,4,NA,0
8117,2008,4,0,NA
8117,2010,4,0,0
8118,2004,NA,NA,NA
8118,2006,NA,NA,NA
8118,2008,NA,NA,NA
8118,2010,NA,NA,NA
8119,2004,2,NA,1
8119,2006,2,NA,1
8119,2008,3,NA,1
8119,2010,2,NA,1
8120,2004,4,1,0
8120,2006,3,0,NA
8120,2008,2,0,0
8120,2010,2,1,NA
8121,2004,1,NA,0
8121,2006,3,NA,0
8121,2008,2,0,0
8121,2010,1,0,0
8122,2004,2,NA,1
8122,2006,2,NA,1
8122,2008,3,1,NA
8122,2010,3,1,NA
8123,2004,2,NA,1
8123,2006,3,1,0
8123,2008,4,1,NA
8123,2010,2,1,NA
8124,2004,2,NA,1
8124,2006,2,NA,1
8124,2008,2,1,NA
8124,2010,2,1,NA
8125,2004,4,NA,1
8125,2006,3,1,0
8125,2008,2,NA,1
8125,2010,4,1,NA
8126,2004,3,0,0
8126,2006,3,0,0
8126,2008,2,1,NA
8126,2010,3,NA,1
8127,2004,4,0,0
8127,2006,3,1,NA
8127,2008,2,0,NA
8127,2010,4,1,NA
8128,2004,3,0,0
8128,2006,3,NA,0
8128,2008,2,NA,0
8128,2010,2,0,0
8129,2004,2,0,0
8129,2006,3,0,0
8129,2008,4,0,NA
8129,2010,1,0,0
8130,2004,1,0,0
8130,2006,2,0,0
8130,2008,1,1,NA
8130,2010,2,0,0
8131,2004,1,0,0
8131,2006,3,0,0
8131,2008,1,0,0
8131,2010,3,0,NA
8132,2004,4,0,0
8132,2006,4,0,0
8132,2008,4,0,0
8132,2010,3,0,0
8133,2004,3,1,0
8133,2006,2,0,0
8133,2008,2,1,NA
8133,2010,2,1,0
8134,2004,4,1,0
8134,2006,4,NA,1
8134,2008,2,1,NA
8134,2010,3,1,NA
8135,2004,2,NA,1
8135,2006,1,1,0
8135,2008,2,1,NA
8135,2010,3,1,0
8136,2004,3,1,0
8136,2006,3,1,0
8136,2008,2,NA,1
8136,2010,2,0,0
8137,2004,NA,NA,NA
8137,2006,NA,NA,NA
8137,2008,1,NA,1
8137,2010,4,0,0
8138,2004,4,1,0
8138,2006,2,1,NA
8138,2008,4,1,NA
8138,2010,3,0,NA
8139,2004,4,NA,1
8139,2006,4,0,NA
8139,2008,4,0,NA
8139,2010,3,0,0
8140,2004,2,NA,1
8140,2006,2,1,NA
8140,2008,1,NA,1
8140,2010,2,NA,1
8141,2004,1,NA,1
8141,2006,1,NA,1
8141,2008,1,NA,1
8141,2010,1,1,0
8142,2004,4,0,0
8142,2006,4,1,NA
8142,2008,4,1,NA
8142,2010,2,1,NA
8143,2004,1,NA,1
8143,2006,1,1,NA
8143,2008,1,1,NA
8143,2010,1,NA,1
8144,2004,1,NA,1
8144,2006,2,1,0
8144,2008,NA,NA,NA
8144,2010,NA,NA,NA
8145,2004,2,NA,1
8145,2006,3,NA,1
8145,2008,2,NA,1
8145,2010,2,1,0
8146,2004,NA,NA,NA
8146,2006,NA,NA,NA
8146,2008,NA,NA,NA
8146,2010,4,1,0
8147,2004,NA,NA,NA
8147,2006,NA,NA,NA
8147,2008,4,0,NA
8147,2010,4,0,0
8148,2004,4,1,0
8148,2006,NA,NA,NA
8148,2008,4,0,NA
8148,2010,NA,NA,NA
8149,2004,2,1,0
8149,2006,1,NA,1
8149,2008,1,0,0
8149,2010,3,1,0
8150,2004,4,0,0
8150,2006,NA,NA,NA
8150,2008,NA,NA,NA
8150,2010,3,0,0
8151,2004,2,NA,1
8151,2006,1,1,NA
8151,2008,1,1,NA
8151,2010,1,1,NA
8152,2004,1,NA,1
8152,2006,1,1,0
8152,2008,1,NA,1
8152,2010,1,NA,1
8153,2004,4,NA,NA
8153,2006,2,1,0
8153,2008,2,NA,1
8153,2010,4,1,NA
8154,2004,NA,NA,NA
8154,2006,NA,NA,NA
8154,2008,1,0,0
8154,2010,NA,NA,NA
8155,2004,1,NA,0
8155,2006,2,NA,0
8155,2008,NA,NA,NA
8155,2010,NA,NA,NA
8156,2004,4,0,0
8156,2006,4,0,NA
8156,2008,1,1,NA
8156,2010,3,1,NA
8157,2004,3,NA,1
8157,2006,2,NA,1
8157,2008,2,1,NA
8157,2010,2,1,NA
8158,2004,4,0,0
8158,2006,3,0,0
8158,2008,4,0,0
8158,2010,4,0,NA
8159,2004,2,NA,1
8159,2006,3,1,0
8159,2008,3,1,0
8159,2010,3,1,NA
8160,2004,NA,NA,NA
8160,2006,1,0,0
8160,2008,2,0,0
8160,2010,2,1,0
8161,2004,3,0,0
8161,2006,NA,NA,NA
8161,2008,NA,NA,NA
8161,2010,NA,NA,NA
8162,2004,2,NA,1
8162,2006,2,NA,1
8162,2008,2,NA,1
8162,2010,2,1,NA
8163,2004,1,NA,1
8163,2006,1,1,NA
8163,2008,1,NA,1
8163,2010,1,NA,1
8164,2004,4,0,0
8164,2006,4,0,0
8164,2008,NA,NA,NA
8164,2010,NA,NA,NA
8165,2004,2,NA,1
8165,2006,3,NA,1
8165,2008,NA,NA,NA
8165,2010,2,1,0
8166,2004,NA,NA,NA
8166,2006,4,1,0
8166,2008,NA,NA,NA
8166,2010,4,0,0
8167,2004,1,NA,1
8167,2006,1,1,0
8167,2008,1,NA,1
8167,2010,2,1,0
8168,2004,4,0,0
8168,2006,4,0,0
8168,2008,2,NA,1
8168,2010,2,1,0
8169,2004,2,0,0
8169,2006,4,0,NA
8169,2008,3,0,NA
8169,2010,4,0,NA
8170,2004,3,0,0
8170,2006,3,1,NA
8170,2008,2,1,NA
8170,2010,3,0,0
8171,2004,1,NA,1
8171,2006,1,1,NA
8171,2008,1,NA,1
8171,2010,1,NA,1
8172,2004,4,0,0
8172,2006,4,1,0
8172,2008,4,1,0
8172,2010,4,1,0
8173,2004,2,NA,1
8173,2006,2,1,NA
8173,2008,2,NA,1
8173,2010,3,1,0
8174,2004,1,NA,1
8174,2006,3,1,0
8174,2008,4,NA,1
8174,2010,2,1,NA
8175,2004,1,0,0
8175,2006,NA,NA,NA
8175,2008,1,NA,1
8175,2010,NA,NA,NA
8176,2004,NA,NA,NA
8176,2006,4,0,0
8176,2008,2,0,0
8176,2010,2,0,NA
8177,2004,4,NA,1
8177,2006,NA,NA,NA
8177,2008,NA,NA,NA
8177,2010,NA,NA,NA
8178,2004,4,1,0
8178,2006,4,1,NA
8178,2008,3,NA,1
8178,2010,4,0,0
8179,2004,2,0,0
8179,2006,4,0,NA
8179,2008,3,1,0
8179,2010,3,1,0
8180,2004,NA,NA,NA
8180,2006,NA,NA,NA
8180,2008,NA,NA,NA
8180,2010,NA,NA,NA
8181,2004,2,NA,1
8181,2006,4,1,NA
8181,2008,3,1,0
8181,2010,4,0,NA
8182,2004,2,NA,1
8182,2006,4,1,0
8182,2008,3,NA,1
8182,2010,4,1,NA
8183,2004,2,NA,1
8183,2006,1,1,0
8183,2008,2,NA,1
8183,2010,2,1,NA
8184,2004,2,0,0
8184,2006,4,0,NA
8184,2008,3,NA,1
8184,2010,3,1,NA
8185,2004,NA,NA,NA
8185,2006,NA,NA,NA
8185,2008,NA,NA,NA
8185,2010,NA,NA,NA
8186,2004,1,NA,1
8186,2006,2,NA,1
8186,2008,1,NA,1
8186,2010,2,1,NA
8187,2004,1,NA,1
8187,2006,2,1,NA
8187,2008,1,NA,1
8187,2010,2,NA,1
8188,2004,2,NA,1
8188,2006,2,NA,1
8188,2008,2,NA,1
8188,2010,2,NA,1
8189,2004,3,NA,1
8189,2006,4,0,0
8189,2008,3,1,NA
8189,2010,4,1,NA
8190,2004,2,1,0
8190,2006,3,1,0
8190,2008,2,1,NA
8190,2010,3,0,NA
8191,2004,1,NA,1
8191,2006,2,1,0
8191,2008,1,1,NA
8191,2010,2,1,NA
8192,2004,4,0,0
8192,2006,4,1,0
8192,2008,3,1,0
8192,2010,4,1,0
8193,2004,NA,NA,NA
8193,2006,2,1,0
8193,2008,1,NA,1
8193,2010,2,NA,1
8194,2004,2,NA,0
8194,2006,NA,NA,NA
8194,2008,NA,NA,NA
8194,2010,NA,NA,NA
8195,2004,NA,NA,NA
8195,2006,NA,NA,NA
8195,2008,NA,NA,NA
8195,2010,2,1,0
8196,2004,4,1,0
8196,2006,2,1,NA
8196,2008,2,0,0
8196,2010,3,1,NA
8197,2004,4,0,0
8197,2006,1,NA,1
8197,2008,1,0,0
8197,2010,1,1,NA
8198,2004,3,NA,1
8198,2006,2,1,0
8198,2008,1,NA,1
8198,2010,3,NA,1
8199,2004,3,NA,1
8199,2006,3,NA,1
8199,2008,2,NA,1
8199,2010,2,NA,1
8200,2004,4,NA,1
8200,2006,3,1,0
8200,2008,NA,NA,NA
8200,2010,NA,NA,NA
8201,2004,NA,NA,NA
8201,2006,1,NA,0
8201,2008,NA,NA,NA
8201,2010,1,1,0
8202,2004,3,0,0
8202,2006,3,1,0
8202,2008,NA,NA,NA
8202,2010,1,0,0
8203,2004,3,NA,0
8203,2006,3,0,0
8203,2008,2,0,NA
8203,2010,3,0,0
8204,2004,2,NA,0
8204,2006,2,0,0
8204,2008,2,0,NA
8204,2010,4,0,NA
8205,2004,1,NA,1
8205,2006,3,1,0
8205,2008,2,1,NA
8205,2010,2,1,NA
8206,2004,1,NA,1
8206,2006,2,NA,1
8206,2008,2,NA,1
8206,2010,2,1,NA
8207,2004,NA,NA,NA
8207,2006,4,0,0
8207,2008,4,0,0
8207,2010,4,0,NA
8208,2004,3,NA,1
8208,2006,4,1,NA
8208,2008,2,NA,1
8208,2010,3,1,NA
8209,2004,1,1,0
8209,2006,2,1,NA
8209,2008,1,1,NA
8209,2010,1,0,NA
8210,2004,2,0,0
8210,2006,2,NA,0
8210,2008,2,0,NA
8210,2010,2,0,NA
8211,2004,2,NA,1
8211,2006,2,1,0
8211,2008,2,NA,1
8211,2010,2,1,NA
8212,2004,NA,NA,NA
8212,2006,3,NA,1
8212,2008,2,NA,1
8212,2010,NA,NA,NA
8213,2004,2,1,0
8213,2006,2,NA,0
8213,2008,2,NA,1
8213,2010,4,NA,1
8214,2004,4,NA,1
8214,2006,4,NA,1
8214,2008,3,NA,1
8214,2010,3,1,0
8215,2004,2,NA,1
8215,2006,2,1,0
8215,2008,2,1,NA
8215,2010,2,1,NA
8216,2004,4,0,0
8216,2006,NA,NA,NA
8216,2008,1,1,NA
8216,2010,2,1,NA
8217,2004,2,NA,1
8217,2006,3,1,0
8217,2008,1,NA,1
8217,2010,2,NA,1
8218,2004,2,NA,1
8218,2006,2,NA,1
8218,2008,1,NA,1
8218,2010,2,NA,1
8219,2004,4,0,0
8219,2006,1,NA,0
8219,2008,NA,NA,NA
8219,2010,NA,NA,NA
8220,2004,3,0,0
8220,2006,4,1,0
8220,2008,4,1,NA
8220,2010,4,NA,1
8221,2004,3,NA,1
8221,2006,2,NA,1
8221,2008,3,1,NA
8221,2010,3,0,0
8222,2004,2,NA,1
8222,2006,2,1,0
8222,2008,1,1,NA
8222,2010,1,1,NA
8223,2004,1,NA,1
8223,2006,1,NA,1
8223,2008,1,1,NA
8223,2010,3,1,NA
8224,2004,1,NA,1
8224,2006,2,1,0
8224,2008,1,1,NA
8224,2010,1,1,NA
8225,2004,2,1,0
8225,2006,4,1,0
8225,2008,4,0,NA
8225,2010,4,0,NA
8226,2004,3,0,0
8226,2006,4,0,0
8226,2008,2,1,NA
8226,2010,4,1,NA
8227,2004,2,NA,1
8227,2006,2,0,0
8227,2008,1,NA,1
8227,2010,2,NA,1
8228,2004,3,0,0
8228,2006,3,1,0
8228,2008,2,NA,1
8228,2010,3,NA,1
8229,2004,1,0,0
8229,2006,2,1,0
8229,2008,2,1,NA
8229,2010,4,0,0
8230,2004,4,1,0
8230,2006,2,1,0
8230,2008,4,1,0
8230,2010,4,0,0
8231,2004,2,NA,1
8231,2006,1,NA,1
8231,2008,1,NA,1
8231,2010,1,1,0
8232,2004,2,NA,1
8232,2006,NA,NA,NA
8232,2008,NA,NA,NA
8232,2010,3,1,0
8233,2004,3,NA,1
8233,2006,NA,NA,NA
8233,2008,NA,NA,NA
8233,2010,2,NA,1
8234,2004,2,NA,1
8234,2006,1,NA,1
8234,2008,1,NA,1
8234,2010,NA,NA,NA
8235,2004,4,NA,1
8235,2006,2,0,0
8235,2008,4,NA,1
8235,2010,1,NA,1
8236,2004,3,NA,0
8236,2006,2,0,0
8236,2008,3,0,0
8236,2010,2,0,0
8237,2004,2,NA,1
8237,2006,2,NA,1
8237,2008,1,NA,1
8237,2010,2,1,NA
8238,2004,4,0,0
8238,2006,4,0,0
8238,2008,2,1,0
8238,2010,2,1,0
8239,2004,2,0,0
8239,2006,1,0,NA
8239,2008,1,NA,1
8239,2010,2,NA,1
8240,2004,NA,NA,NA
8240,2006,NA,NA,NA
8240,2008,NA,NA,NA
8240,2010,NA,NA,NA
8241,2004,4,0,0
8241,2006,4,0,0
8241,2008,2,NA,1
8241,2010,2,1,NA
8242,2004,1,NA,0
8242,2006,NA,NA,NA
8242,2008,2,0,0
8242,2010,1,0,NA
8243,2004,2,NA,0
8243,2006,4,1,0
8243,2008,3,1,0
8243,2010,1,1,NA
8244,2004,1,1,0
8244,2006,4,1,0
8244,2008,1,NA,1
8244,2010,1,1,NA
8245,2004,4,NA,0
8245,2006,2,0,NA
8245,2008,2,0,NA
